+---------------------------------------------------------+------+
| Registry name                                           |   ID |
| spartanweaponry:throwing_knife_hit_ground               |  874 |
| spartanweaponry:throwing_knife_hit_mob                  |  873 |
| spartanweaponry:throwing_knife_throw                    |  872 |
| spartanweaponry:tomahawk_hit_ground                     |  877 |
| spartanweaponry:tomahawk_hit_mob                        |  876 |
| spartanweaponry:tomahawk_throw                          |  875 |
| tombstone:ghost_howl                                    |  832 |
| tombstone:ghost_laugh                                   |  831 |
| tombstone:magic_use01                                   |  830 |
| vehicle:air_wrench_gun                                  |  863 |
| vehicle:atv_engine_mono                                 |  835 |
| vehicle:atv_engine_stereo                               |  836 |
| vehicle:bonk                                            |  841 |
| vehicle:boost_pad                                       |  851 |
| vehicle:dirt_bike_engine_mono                           |  870 |
| vehicle:dirt_bike_engine_stereo                         |  871 |
| vehicle:electric_engine_mono                            |  839 |
| vehicle:electric_engine_stereo                          |  840 |
| vehicle:fuel_port_2_close                               |  856 |
| vehicle:fuel_port_2_open                                |  855 |
| vehicle:fuel_port_close                                 |  854 |
| vehicle:fuel_port_open                                  |  853 |
| vehicle:go_kart_engine_mono                             |  837 |
| vehicle:go_kart_engine_stereo                           |  838 |
| vehicle:horn_mono                                       |  833 |
| vehicle:horn_stereo                                     |  834 |
| vehicle:jack_down                                       |  859 |
| vehicle:jack_up                                         |  858 |
| vehicle:liquid_glug                                     |  852 |
| vehicle:mini_bus_engine_mono                            |  868 |
| vehicle:mini_bus_engine_stereo                          |  869 |
| vehicle:moped_engine_mono                               |  847 |
| vehicle:moped_engine_stereo                             |  848 |
| vehicle:nozzle_pick_up                                  |  866 |
| vehicle:nozzle_put_down                                 |  867 |
| vehicle:pick_up_vehicle                                 |  842 |
| vehicle:speed_boat_engine_mono                          |  843 |
| vehicle:speed_boat_engine_stereo                        |  844 |
| vehicle:sports_plane_engine_mono                        |  849 |
| vehicle:sports_plane_engine_stereo                      |  850 |
| vehicle:spray_can_shake                                 |  846 |
| vehicle:spray_can_spray                                 |  845 |
| vehicle:tractor_engine_mono                             |  864 |
| vehicle:tractor_engine_stereo                           |  865 |
| vehicle:vehicle_crate_panel_land                        |  857 |
| vehicle:vehicle_destroyed                               |  861 |
| vehicle:vehicle_impact                                  |  860 |
| vehicle:vehicle_thud                                    |  862 |
+---------------------------------------------------------+------+
| Registry name                                           |   ID |
+---------------------------------------------------------+------+
