+----------------------------+--------------------------------------------------+--------------------------------------------------------------------------------------------+-----+
| Mod name                   | Registry name                                    | Entity class name                                                                          |  ID |
| Switch-Bow                 | switchbow:entityarrowairupgrade                  | de.Whitedraco.switchbow.entity.arrow.upgrade.EntityArrowAirUpgrade                         | 314 |
| Switch-Bow                 | switchbow:entityarrowbone                        | de.Whitedraco.switchbow.entity.arrow.EntityArrowBone                                       | 293 |
| Switch-Bow                 | switchbow:entityarrowboneaoe                     | de.Whitedraco.switchbow.entity.arrow.upgrade.EntityArrowBoneAOE                            | 309 |
| Switch-Bow                 | switchbow:entityarrowbouncy                      | de.Whitedraco.switchbow.entity.arrow.EntityArrowBouncy                                     | 305 |
| Switch-Bow                 | switchbow:entityarrowburial                      | de.Whitedraco.switchbow.entity.arrow.EntityArrowBurial                                     | 298 |
| Switch-Bow                 | switchbow:entityarrowburialaoe                   | de.Whitedraco.switchbow.entity.arrow.upgrade.EntityArrowBurialAOE                          | 311 |
| Switch-Bow                 | switchbow:entityarrowchorus                      | de.Whitedraco.switchbow.entity.arrow.EntityArrowChorus                                     | 299 |
| Switch-Bow                 | switchbow:entityarrowdiamond                     | de.Whitedraco.switchbow.entity.arrow.EntityArrowDiamond                                    | 290 |
| Switch-Bow                 | switchbow:entityarrowdragonbreath                | de.Whitedraco.switchbow.entity.arrow.EntityArrowDragonBreath                               | 301 |
| Switch-Bow                 | switchbow:entityarrowenderperle                  | de.Whitedraco.switchbow.entity.arrow.EntityArrowEnderperle                                 | 284 |
| Switch-Bow                 | switchbow:entityarrowfire                        | de.Whitedraco.switchbow.entity.arrow.EntityArrowFire                                       | 292 |
| Switch-Bow                 | switchbow:entityarrowfireupgrade                 | de.Whitedraco.switchbow.entity.arrow.upgrade.EntityArrowFireUpgrade                        | 312 |
| Switch-Bow                 | switchbow:entityarrowfirework                    | ?                                                                                          | 294 |
| Switch-Bow                 | switchbow:entityarrowflytomoon                   | de.Whitedraco.switchbow.entity.arrow.upgrade.EntityArrowFlytoMoon                          | 316 |
| Switch-Bow                 | switchbow:entityarrowfrost                       | de.Whitedraco.switchbow.entity.arrow.EntityArrowFrost                                      | 282 |
| Switch-Bow                 | switchbow:entityarrowknockback                   | de.Whitedraco.switchbow.entity.arrow.EntityArrowKnockback                                  | 304 |
| Switch-Bow                 | switchbow:entityarrowlightningbolt               | de.Whitedraco.switchbow.entity.arrow.EntityArrowLightningBolt                              | 280 |
| Switch-Bow                 | switchbow:entityarrowlightningboltstorm          | de.Whitedraco.switchbow.entity.arrow.upgrade.EntityArrowLightningBoltStorm                 | 308 |
| Switch-Bow                 | switchbow:entityarrowlove                        | de.Whitedraco.switchbow.entity.arrow.EntityArrowLove                                       | 291 |
| Switch-Bow                 | switchbow:entityarrowluck                        | de.Whitedraco.switchbow.entity.arrow.EntityArrowLuck                                       | 296 |
| Switch-Bow                 | switchbow:entityarrowluckupgrade                 | de.Whitedraco.switchbow.entity.arrow.upgrade.EntityArrowLuckUpgrade                        | 313 |
| Switch-Bow                 | switchbow:entityarrowofthesearcher               | de.Whitedraco.switchbow.entity.arrow.EntityArrowoftheSearcher                              | 306 |
| Switch-Bow                 | switchbow:entityarrowpiercing                    | de.Whitedraco.switchbow.entity.arrow.EntityArrowPiercing                                   | 307 |
| Switch-Bow                 | switchbow:entityarrowprotector                   | de.Whitedraco.switchbow.entity.arrow.EntityArrowProtector                                  | 303 |
| Switch-Bow                 | switchbow:entityarrowredstone                    | de.Whitedraco.switchbow.entity.arrow.EntityArrowRedstone                                   | 297 |
| Switch-Bow                 | switchbow:entityarrowsplit                       | de.Whitedraco.switchbow.entity.arrow.EntityArrowSplit                                      | 288 |
| Switch-Bow                 | switchbow:entityarrowsplitlove                   | de.Whitedraco.switchbow.entity.arrow.EntityArrowSplitLove                                  | 295 |
| Switch-Bow                 | switchbow:entityarrowsplitloveupgrade            | de.Whitedraco.switchbow.entity.arrow.upgrade.EntityArrowSplitLoveUpgrade                   | 315 |
| Switch-Bow                 | switchbow:entityarrowsplitupgrade                | de.Whitedraco.switchbow.entity.arrow.upgrade.EntityArrowSplitUpgrade                       | 310 |
| Switch-Bow                 | switchbow:entityarrowsprinkler                   | de.Whitedraco.switchbow.entity.arrow.EntityArrowSprinkler                                  | 300 |
| Switch-Bow                 | switchbow:entityarrowtnt                         | de.Whitedraco.switchbow.entity.arrow.EntityArrowTNT                                        | 281 |
| Switch-Bow                 | switchbow:entityarrowtorch                       | de.Whitedraco.switchbow.entity.arrow.EntityArrowTorch                                      | 287 |
| Switch-Bow                 | switchbow:entityarrowtriple                      | de.Whitedraco.switchbow.entity.arrow.EntityArrowTriple                                     | 302 |
| Switch-Bow                 | switchbow:entityarrowunderwater                  | de.Whitedraco.switchbow.entity.arrow.EntityArrowUnderwater                                 | 289 |
| Switch-Bow                 | switchbow:entityarrowvampier                     | de.Whitedraco.switchbow.entity.arrow.EntityArrowVampier                                    | 285 |
| Switch-Bow                 | switchbow:entityarrowwither                      | de.Whitedraco.switchbow.entity.arrow.EntityArrowWither                                     | 286 |
| Switch-Bow                 | switchbow:entityburial                           | de.Whitedraco.switchbow.entity.EntityBurial                                                | 318 |
| Switch-Bow                 | switchbow:entityfire                             | de.Whitedraco.switchbow.entity.EntityFire                                                  | 317 |
| Switch-Bow                 | switchbow:entitylittleirongolem                  | de.Whitedraco.switchbow.entity.living.EntityLittleIronGolem                                | 319 |
+----------------------------+--------------------------------------------------+--------------------------------------------------------------------------------------------+-----+
| Mod name                   | Registry name                                    | Entity class name                                                                          |  ID |
+----------------------------+--------------------------------------------------+--------------------------------------------------------------------------------------------+-----+
