+----------------------------+---------------------------------------------------------+------------+-------------+
| NOTE: The Hardness and Resistance values are the raw base values in the fields                                  |
| of the Block class in question. The actual final values may be different                                        |
| for different states of the block, or they may depend on a TileEntity etc.                                      |
+----------------------------+---------------------------------------------------------+------------+-------------+
| Mod name                   | Registry name                                           |   Hardness |  Resistance |
| Mubble                     | mubble:smb_sky_ground_block                             |       0.80 |        0.80 |
| Mubble                     | mubble:smb_snow_brick_block                             |       2.00 |        6.00 |
| Mubble                     | mubble:smb_snow_ground_block                            |       1.50 |        6.00 |
| Mubble                     | mubble:smb_snow_hard_block                              |       1.50 |        6.00 |
| Mubble                     | mubble:smb_super_note_block                             |       1.50 |        6.00 |
| Mubble                     | mubble:smb_underground_brick_block                      |       2.00 |        6.00 |
| Mubble                     | mubble:smb_underground_ground_block                     |       1.50 |        6.00 |
| Mubble                     | mubble:smb_underground_hard_block                       |       1.50 |        6.00 |
| Mubble                     | mubble:smb_underwater_ground_block                      |       1.50 |        6.00 |
| Mubble                     | mubble:smb_underwater_hard_block                        |       1.50 |        6.00 |
| Mubble                     | mubble:smooth_quartz_vertical_slab                      |       2.00 |        6.00 |
| Mubble                     | mubble:smooth_red_sandstone_vertical_slab               |       2.00 |        6.00 |
| Mubble                     | mubble:smooth_sandstone_vertical_slab                   |       2.00 |        6.00 |
| Mubble                     | mubble:smooth_stone_paving                              |       2.00 |        6.00 |
| Mubble                     | mubble:smooth_stone_paving_slab                         |       2.00 |        6.00 |
| Mubble                     | mubble:smooth_stone_paving_stairs                       |       2.00 |        6.00 |
| Mubble                     | mubble:smooth_stone_paving_vertical_slab                |       2.00 |        6.00 |
| Mubble                     | mubble:smooth_stone_vertical_slab                       |       2.00 |        6.00 |
| Mubble                     | mubble:smw_airship_ground_block                         |       2.00 |        2.00 |
| Mubble                     | mubble:smw_brick_block                                  |       2.00 |        6.00 |
| Mubble                     | mubble:smw_castle_ground_block                          |       1.50 |        6.00 |
| Mubble                     | mubble:smw_desert_ground_block                          |       0.50 |        0.50 |
| Mubble                     | mubble:smw_door                                         |       3.00 |        3.00 |
| Mubble                     | mubble:smw_empty_block                                  |       1.50 |        6.00 |
| Mubble                     | mubble:smw_forest_ground_block                          |       0.50 |        0.50 |
| Mubble                     | mubble:smw_ghost_house_ground_block                     |       1.50 |        6.00 |
| Mubble                     | mubble:smw_golden_brick_block                           |       2.00 |        6.00 |
| Mubble                     | mubble:smw_ground_ground_block                          |       0.50 |        0.50 |
| Mubble                     | mubble:smw_ice_block                                    |       0.50 |        0.50 |
| Mubble                     | mubble:smw_key_door                                     |       5.00 |        5.00 |
| Mubble                     | mubble:smw_night_snow_ground_block                      |       0.50 |        0.50 |
| Mubble                     | mubble:smw_note_block                                   |       1.50 |        6.00 |
| Mubble                     | mubble:smw_question_block                               |       1.50 |        6.00 |
| Mubble                     | mubble:smw_rotating_block                               |       1.50 |        6.00 |
| Mubble                     | mubble:smw_sky_ground_block                             |       0.80 |        0.80 |
| Mubble                     | mubble:smw_snow_ground_block                            |       0.50 |        0.50 |
| Mubble                     | mubble:smw_stone_hard_block                             |       1.50 |        6.00 |
| Mubble                     | mubble:smw_super_note_block                             |       1.50 |        6.00 |
| Mubble                     | mubble:smw_underground_ground_block                     |       1.50 |        6.00 |
| Mubble                     | mubble:smw_underwater_ground_block                      |       1.50 |        6.00 |
| Mubble                     | mubble:smw_wood_hard_block                              |       2.00 |        3.00 |
| Mubble                     | mubble:spring                                           |       4.00 |        4.00 |
| Mubble                     | mubble:spruce_leaf_pile                                 |       0.10 |        0.10 |
| Mubble                     | mubble:spruce_vertical_slab                             |       2.00 |        3.00 |
| Mubble                     | mubble:spruce_wood_button                               |       0.50 |        0.50 |
| Mubble                     | mubble:spruce_wood_slab                                 |       2.00 |        2.00 |
| Mubble                     | mubble:spruce_wood_stairs                               |       2.00 |        2.00 |
| Mubble                     | mubble:spruce_wood_vertical_slab                        |       2.00 |        2.00 |
| Mubble                     | mubble:stone_brick_vertical_slab                        |       1.50 |        6.00 |
| Mubble                     | mubble:stone_vertical_slab                              |       1.50 |        6.00 |
| Mubble                     | mubble:stripped_cherry_oak_log                          |       2.00 |        2.00 |
| Mubble                     | mubble:stripped_cherry_oak_wood                         |       2.00 |        2.00 |
| Mubble                     | mubble:stripped_palm_log                                |       2.00 |        2.00 |
| Mubble                     | mubble:stripped_palm_wood                               |       2.00 |        2.00 |
| Mubble                     | mubble:stripped_press_garden_log                        |       2.00 |        2.00 |
| Mubble                     | mubble:stripped_press_garden_wood                       |       2.00 |        2.00 |
| Mubble                     | mubble:stripped_scarlet_log                             |       2.00 |        2.00 |
| Mubble                     | mubble:stripped_scarlet_wood                            |       2.00 |        2.00 |
| Mubble                     | mubble:terracotta_button                                |       0.50 |        0.50 |
| Mubble                     | mubble:terracotta_pressure_plate                        |       0.50 |        0.50 |
| Mubble                     | mubble:terracotta_slab                                  |       1.25 |        4.20 |
| Mubble                     | mubble:terracotta_stairs                                |       1.25 |        4.20 |
| Mubble                     | mubble:terracotta_vertical_slab                         |       1.25 |        4.20 |
| Mubble                     | mubble:terracotta_wall                                  |       1.25 |        4.20 |
| Mubble                     | mubble:tetris_glass                                     |       0.30 |        0.30 |
| Mubble                     | mubble:timeswap_table                                   |       3.50 |        3.50 |
| Mubble                     | mubble:tomatoes                                         |       0.00 |        0.00 |
| Mubble                     | mubble:turquoise_puyo                                   |       0.00 |        0.00 |
| Mubble                     | mubble:unstable_stone                                   |       0.10 |        0.10 |
| Mubble                     | mubble:vampire_stone                                    |       1.50 |        6.00 |
| Mubble                     | mubble:vanadium_block                                   |       5.00 |        6.00 |
| Mubble                     | mubble:vanadium_ore                                     |       3.00 |        3.00 |
| Mubble                     | mubble:white_balloon                                    |       0.00 |        0.00 |
| Mubble                     | mubble:white_brick_slab                                 |       2.00 |        6.00 |
| Mubble                     | mubble:white_brick_stairs                               |       2.00 |        6.00 |
| Mubble                     | mubble:white_brick_vertical_slab                        |       2.00 |        6.00 |
| Mubble                     | mubble:white_brick_wall                                 |       2.00 |        6.00 |
| Mubble                     | mubble:white_bricks                                     |       2.00 |        6.00 |
| Mubble                     | mubble:white_candy_cane_pillar                          |       0.20 |        0.20 |
| Mubble                     | mubble:white_cherry_oak_leaf_pile                       |       0.10 |        0.10 |
| Mubble                     | mubble:white_cherry_oak_leaves                          |       0.20 |        0.20 |
| Mubble                     | mubble:white_cherry_oak_sapling                         |       0.00 |        0.00 |
| Mubble                     | mubble:white_christmas_bauble                           |       0.30 |        0.30 |
| Mubble                     | mubble:white_cloud_block                                |       0.00 |        0.00 |
| Mubble                     | mubble:white_concrete_button                            |       0.50 |        0.50 |
| Mubble                     | mubble:white_concrete_pressure_plate                    |       0.50 |        0.50 |
| Mubble                     | mubble:white_concrete_slab                              |       1.80 |        1.80 |
| Mubble                     | mubble:white_concrete_stairs                            |       1.80 |        1.80 |
| Mubble                     | mubble:white_concrete_vertical_slab                     |       1.80 |        1.80 |
| Mubble                     | mubble:white_concrete_wall                              |       1.80 |        1.80 |
| Mubble                     | mubble:white_dark_prismarine                            |       1.50 |        6.00 |
| Mubble                     | mubble:white_dark_prismarine_slab                       |       1.50 |        6.00 |
| Mubble                     | mubble:white_dark_prismarine_stairs                     |       1.50 |        6.00 |
| Mubble                     | mubble:white_dark_prismarine_vertical_slab              |       1.50 |        6.00 |
| Mubble                     | mubble:white_dark_prismarine_wall                       |       1.50 |        6.00 |
| Mubble                     | mubble:white_mushroom                                   |       0.00 |        0.00 |
| Mubble                     | mubble:white_mushroom_block                             |       0.20 |        0.20 |
| Mubble                     | mubble:white_present                                    |       0.80 |        0.80 |
| Mubble                     | mubble:white_quartz_paving                              |       0.80 |        0.80 |
| Mubble                     | mubble:white_quartz_paving_slab                         |       0.80 |        0.80 |
| Mubble                     | mubble:white_quartz_paving_stairs                       |       0.80 |        0.80 |
| Mubble                     | mubble:white_quartz_paving_vertical_slab                |       0.80 |        0.80 |
| Mubble                     | mubble:white_terracotta_button                          |       0.50 |        0.50 |
| Mubble                     | mubble:white_terracotta_pressure_plate                  |       0.50 |        0.50 |
| Mubble                     | mubble:white_terracotta_slab                            |       1.25 |        4.20 |
| Mubble                     | mubble:white_terracotta_stairs                          |       1.25 |        4.20 |
| Mubble                     | mubble:white_terracotta_vertical_slab                   |       1.25 |        4.20 |
| Mubble                     | mubble:white_terracotta_wall                            |       1.25 |        4.20 |
| Mubble                     | mubble:white_tetris_block                               |       1.50 |        6.00 |
| Mubble                     | mubble:white_tulip_pile                                 |       0.00 |        0.00 |
| Mubble                     | mubble:wither_rose_pile                                 |       0.00 |        0.00 |
| Mubble                     | mubble:yellow_balloon                                   |       0.00 |        0.00 |
| Mubble                     | mubble:yellow_brick_slab                                |       2.00 |        6.00 |
| Mubble                     | mubble:yellow_brick_stairs                              |       2.00 |        6.00 |
| Mubble                     | mubble:yellow_brick_vertical_slab                       |       2.00 |        6.00 |
| Mubble                     | mubble:yellow_brick_wall                                |       2.00 |        6.00 |
| Mubble                     | mubble:yellow_bricks                                    |       2.00 |        6.00 |
| Mubble                     | mubble:yellow_candy_cane_pillar                         |       0.20 |        0.20 |
| Mubble                     | mubble:yellow_christmas_bauble                          |       0.30 |        0.30 |
| Mubble                     | mubble:yellow_cloud_block                               |       0.00 |        0.00 |
| Mubble                     | mubble:yellow_concrete_button                           |       0.50 |        0.50 |
| Mubble                     | mubble:yellow_concrete_pressure_plate                   |       0.50 |        0.50 |
| Mubble                     | mubble:yellow_concrete_slab                             |       1.80 |        1.80 |
| Mubble                     | mubble:yellow_concrete_stairs                           |       1.80 |        1.80 |
| Mubble                     | mubble:yellow_concrete_vertical_slab                    |       1.80 |        1.80 |
| Mubble                     | mubble:yellow_concrete_wall                             |       1.80 |        1.80 |
| Mubble                     | mubble:yellow_dark_prismarine                           |       1.50 |        6.00 |
| Mubble                     | mubble:yellow_dark_prismarine_slab                      |       1.50 |        6.00 |
| Mubble                     | mubble:yellow_dark_prismarine_stairs                    |       1.50 |        6.00 |
| Mubble                     | mubble:yellow_dark_prismarine_vertical_slab             |       1.50 |        6.00 |
| Mubble                     | mubble:yellow_dark_prismarine_wall                      |       1.50 |        6.00 |
| Mubble                     | mubble:yellow_mushroom                                  |       0.00 |        0.00 |
| Mubble                     | mubble:yellow_mushroom_block                            |       0.20 |        0.20 |
| Mubble                     | mubble:yellow_present                                   |       0.80 |        0.80 |
| Mubble                     | mubble:yellow_puyo                                      |       0.00 |        0.00 |
| Mubble                     | mubble:yellow_quartz_paving                             |       0.80 |        0.80 |
| Mubble                     | mubble:yellow_quartz_paving_slab                        |       0.80 |        0.80 |
| Mubble                     | mubble:yellow_quartz_paving_stairs                      |       0.80 |        0.80 |
| Mubble                     | mubble:yellow_quartz_paving_vertical_slab               |       0.80 |        0.80 |
| Mubble                     | mubble:yellow_studiopolis_clapper                       |       5.00 |        6.00 |
| Mubble                     | mubble:yellow_terracotta_button                         |       0.50 |        0.50 |
| Mubble                     | mubble:yellow_terracotta_pressure_plate                 |       0.50 |        0.50 |
| Mubble                     | mubble:yellow_terracotta_slab                           |       1.25 |        4.20 |
| Mubble                     | mubble:yellow_terracotta_stairs                         |       1.25 |        4.20 |
| Mubble                     | mubble:yellow_terracotta_vertical_slab                  |       1.25 |        4.20 |
| Mubble                     | mubble:yellow_terracotta_wall                           |       1.25 |        4.20 |
| Mubble                     | mubble:yellow_tetris_block                              |       1.50 |        6.00 |
| NetherEx                   | netherex:basalt                                         |       1.50 |       10.00 |
| NetherEx                   | netherex:basalt_brick                                   |       1.50 |       10.00 |
| NetherEx                   | netherex:basalt_brick_fence                             |       1.50 |       10.00 |
| NetherEx                   | netherex:basalt_brick_fence_gate                        |       1.50 |       10.00 |
| NetherEx                   | netherex:basalt_brick_slab                              |       1.50 |       10.00 |
| NetherEx                   | netherex:basalt_brick_stairs                            |       1.50 |       10.00 |
| NetherEx                   | netherex:basalt_brick_wall                              |       1.50 |       10.00 |
| NetherEx                   | netherex:basalt_fence                                   |       1.50 |       10.00 |
| NetherEx                   | netherex:basalt_fence_gate                              |       1.50 |       10.00 |
| NetherEx                   | netherex:basalt_pillar                                  |       1.50 |       10.00 |
| NetherEx                   | netherex:basalt_pillar_fence                            |       1.50 |       10.00 |
| NetherEx                   | netherex:basalt_pillar_fence_gate                       |       1.50 |       10.00 |
| NetherEx                   | netherex:basalt_pillar_slab                             |       1.50 |       10.00 |
| NetherEx                   | netherex:basalt_pillar_stairs                           |       1.50 |       10.00 |
| NetherEx                   | netherex:basalt_pillar_wall                             |       1.50 |       10.00 |
| NetherEx                   | netherex:basalt_slab                                    |       1.50 |       10.00 |
| NetherEx                   | netherex:basalt_stairs                                  |       1.50 |       10.00 |
| NetherEx                   | netherex:basalt_wall                                    |       1.50 |       10.00 |
| NetherEx                   | netherex:blue_fire                                      |       0.00 |        0.00 |
| NetherEx                   | netherex:brown_elder_mushroom                           |       0.00 |        0.00 |
| NetherEx                   | netherex:brown_elder_mushroom_cap                       |       0.20 |        0.20 |
| NetherEx                   | netherex:elder_mushroom_stem                            |       0.20 |        0.20 |
| NetherEx                   | netherex:enoki_mushroom_cap                             |       0.40 |        0.40 |
| NetherEx                   | netherex:enoki_mushroom_stem                            |       0.40 |        0.40 |
| NetherEx                   | netherex:fiery_nether_brick_fence                       |       1.50 |       10.00 |
| NetherEx                   | netherex:fiery_nether_brick_fence_gate                  |       1.50 |       10.00 |
| NetherEx                   | netherex:fiery_nether_brick_slab                        |       1.50 |       10.00 |
| NetherEx                   | netherex:fiery_nether_brick_stairs                      |       1.50 |       10.00 |
| NetherEx                   | netherex:fiery_nether_brick_wall                        |       1.50 |       10.00 |
| NetherEx                   | netherex:fiery_nether_bricks                            |       1.50 |       10.00 |
| NetherEx                   | netherex:fiery_netherrack                               |       0.40 |        0.40 |
| NetherEx                   | netherex:fiery_netherrack_path                          |       0.50 |        2.00 |
| NetherEx                   | netherex:frostburn_ice                                  |       0.50 |        1.00 |
| NetherEx                   | netherex:gloomy_nether_brick_fence                      |       1.50 |       10.00 |
| NetherEx                   | netherex:gloomy_nether_brick_fence_gate                 |       1.50 |       10.00 |
| NetherEx                   | netherex:gloomy_nether_brick_slab                       |       1.50 |       10.00 |
| NetherEx                   | netherex:gloomy_nether_brick_stairs                     |       1.50 |       10.00 |
| NetherEx                   | netherex:gloomy_nether_brick_wall                       |       1.50 |       10.00 |
| NetherEx                   | netherex:gloomy_nether_bricks                           |       1.50 |       10.00 |
| NetherEx                   | netherex:gloomy_netherrack                              |       0.40 |        0.40 |
| NetherEx                   | netherex:gloomy_netherrack_path                         |       0.50 |        2.00 |
| NetherEx                   | netherex:hyphae                                         |       0.40 |        0.40 |
| NetherEx                   | netherex:icy_nether_brick_fence                         |       1.50 |       10.00 |
| NetherEx                   | netherex:icy_nether_brick_fence_gate                    |       1.50 |       10.00 |
| NetherEx                   | netherex:icy_nether_brick_slab                          |       1.50 |       10.00 |
| NetherEx                   | netherex:icy_nether_brick_stairs                        |       1.50 |       10.00 |
| NetherEx                   | netherex:icy_nether_brick_wall                          |       1.50 |       10.00 |
| NetherEx                   | netherex:icy_nether_bricks                              |       1.50 |       10.00 |
| NetherEx                   | netherex:icy_netherrack                                 |       0.40 |        0.40 |
| NetherEx                   | netherex:icy_netherrack_path                            |       0.50 |        2.00 |
| NetherEx                   | netherex:lively_nether_brick_fence                      |       1.50 |       10.00 |
| NetherEx                   | netherex:lively_nether_brick_fence_gate                 |       1.50 |       10.00 |
| NetherEx                   | netherex:lively_nether_brick_slab                       |       1.50 |       10.00 |
| NetherEx                   | netherex:lively_nether_brick_stairs                     |       1.50 |       10.00 |
| NetherEx                   | netherex:lively_nether_brick_wall                       |       1.50 |       10.00 |
| NetherEx                   | netherex:lively_nether_bricks                           |       1.50 |       10.00 |
| NetherEx                   | netherex:lively_netherrack                              |       0.40 |        0.40 |
| NetherEx                   | netherex:lively_netherrack_path                         |       0.50 |        2.00 |
| NetherEx                   | netherex:netherrack_path                                |       0.50 |        2.00 |
| NetherEx                   | netherex:quartz_ore                                     |       3.00 |        3.00 |
| NetherEx                   | netherex:red_elder_mushroom                             |       0.00 |        0.00 |
| NetherEx                   | netherex:red_elder_mushroom_cap                         |       0.20 |        0.20 |
| NetherEx                   | netherex:rime_block                                     |       5.00 |       10.00 |
| NetherEx                   | netherex:rime_ore                                       |       3.00 |        3.00 |
| NetherEx                   | netherex:smooth_basalt                                  |       1.50 |       10.00 |
| NetherEx                   | netherex:smooth_basalt_fence                            |       1.50 |       10.00 |
| NetherEx                   | netherex:smooth_basalt_fence_gate                       |       1.50 |       10.00 |
| NetherEx                   | netherex:smooth_basalt_slab                             |       1.50 |       10.00 |
| NetherEx                   | netherex:smooth_basalt_stairs                           |       1.50 |       10.00 |
| NetherEx                   | netherex:smooth_basalt_wall                             |       1.50 |       10.00 |
| NetherEx                   | netherex:soul_glass                                     |       0.30 |        0.30 |
| NetherEx                   | netherex:soul_glass_pane                                |       0.30 |        0.30 |
| NetherEx                   | netherex:thornstalk                                     |       0.00 |        0.00 |
| Nomadic Tents              | nomadictents:bed_door_0                                 |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:bed_door_1                                 |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:bed_roof                                   |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:bed_wall                                   |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:cos_bed_roof                               |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_bed_wall                               |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_indlu_wall_inner                       |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_indlu_wall_outer                       |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_shamiana_black                         |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_shamiana_blue                          |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_shamiana_brown                         |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_shamiana_cyan                          |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_shamiana_gray                          |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_shamiana_green                         |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_shamiana_light_blue                    |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_shamiana_light_gray                    |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_shamiana_lime                          |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_shamiana_magenta                       |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_shamiana_orange                        |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_shamiana_pink                          |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_shamiana_purple                        |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_shamiana_red                           |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_shamiana_white                         |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_shamiana_yellow                        |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_tepee_wall_black                       |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_tepee_wall_blank                       |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_tepee_wall_creeper                     |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_tepee_wall_dreamcatcher                |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_tepee_wall_eagle                       |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_tepee_wall_hope                        |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_tepee_wall_magic                       |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_tepee_wall_orange                      |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_tepee_wall_rain                        |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_tepee_wall_red                         |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_tepee_wall_sun                         |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_tepee_wall_triforce                    |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_tepee_wall_universe                    |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_tepee_wall_white                       |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_tepee_wall_yellow                      |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_yurt_roof                              |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_yurt_wall_inner                        |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:cos_yurt_wall_outer                        |       0.60 |        0.20 |
| Nomadic Tents              | nomadictents:frame_bed_roof                             |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:frame_bed_wall                             |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:frame_indlu_wall                           |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:frame_shamiana_wall                        |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:frame_tepee_wall                           |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:frame_yurt_roof                            |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:frame_yurt_wall                            |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:indlu_door_0                               |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:indlu_door_1                               |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:indlu_wall_inner                           |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:indlu_wall_outer                           |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:shamiana_black                             |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:shamiana_blue                              |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:shamiana_brown                             |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:shamiana_cyan                              |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:shamiana_door_0                            |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:shamiana_door_1                            |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:shamiana_gray                              |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:shamiana_green                             |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:shamiana_light_blue                        |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:shamiana_light_gray                        |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:shamiana_lime                              |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:shamiana_magenta                           |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:shamiana_orange                            |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:shamiana_pink                              |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:shamiana_purple                            |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:shamiana_red                               |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:shamiana_white                             |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:shamiana_yellow                            |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:super_dirt                                 |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:tentmod_barrier                            |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:tepee_door_0                               |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:tepee_door_1                               |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:tepee_wall_black                           |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:tepee_wall_blank                           |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:tepee_wall_creeper                         |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:tepee_wall_dreamcatcher                    |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:tepee_wall_eagle                           |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:tepee_wall_hope                            |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:tepee_wall_magic                           |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:tepee_wall_orange                          |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:tepee_wall_rain                            |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:tepee_wall_red                             |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:tepee_wall_sun                             |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:tepee_wall_triforce                        |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:tepee_wall_universe                        |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:tepee_wall_white                           |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:tepee_wall_yellow                          |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:yurt_door_0                                |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:yurt_door_1                                |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:yurt_roof                                  |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:yurt_wall_inner                            |      -1.00 |  3600000.00 |
| Nomadic Tents              | nomadictents:yurt_wall_outer                            |      -1.00 |  3600000.00 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:air_bricks                          |       1.00 |       10.00 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:ancient_cobblestone                 |       1.00 |       10.00 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:anthill                             |       1.00 |        1.00 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:beetle_hill                         |       1.00 |        2.00 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:bionic_bricks                       |       1.00 |       10.00 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:bloody_cobblestone                  |       1.00 |        9.00 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:bog_gunk                            |       1.00 |        2.00 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:chipped_cobblestone                 |       1.00 |        8.00 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:cloud                               |       0.40 |        1.00 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:copper_bricks                       |       1.00 |        7.00 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:corroding_cobblestone               |       1.00 |       10.00 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:cracked_cobblestone                 |       1.00 |       10.00 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:cursed_cobblestone                  |       1.00 |        5.00 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:deep_cobblestone                    |       1.00 |       10.00 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:dionic_bricks                       |       1.00 |       10.00 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:eroded_cobblestone                  |       1.00 |        8.00 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:geodic_cobblestone                  |       1.00 |       10.00 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:glowcrystal                         |       1.00 |        3.00 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:gold_bricks                         |       1.00 |       10.00 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:gross_gunk                          |       1.00 |        3.00 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:ionic_bricks                        |       1.00 |       10.00 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:lush_cobblestone                    |       1.00 |        9.00 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:neon_bricks                         |       1.00 |       10.00 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:platinum_bricks                     |       1.00 |       10.00 |
